from;to
0;157
0;75
0;46
0;259
0;244
0;188
0;28
0;206
0;89
1;49
1;69
1;78
1;59
1;245
2;276
2;87
2;72
2;139
2;145
3;264
3;68
3;114
3;188
3;63
3;12
3;126
3;9
3;16
4;33
4;241
4;212
4;238
4;73
4;155
4;115
5;193
5;232
5;12
5;279
5;5
5;176
5;250
5;69
5;7
5;6
5;289
5;74
5;224
6;14
6;264
7;193
7;235
7;188
7;114
7;202
7;150
7;285
7;226
7;122
7;275
7;272
7;289
7;113
8;8
8;54
9;216
9;285
9;16
9;275
9;103
10;158
10;269
10;200
10;199
10;216
10;120
11;130
11;217
11;27
11;281
11;77
12;276
13;156
13;148
13;164
13;71
13;216
13;96
13;233
14;243
14;232
14;14
14;282
14;74
14;154
15;201
15;98
15;242
15;94
15;245
16;68
16;251
16;152
16;137
16;149
16;290
16;279
16;109
16;278
16;40
16;114
17;40
17;92
17;290
17;112
18;140
18;145
18;124
18;70
18;263
18;178
18;276
18;151
18;170
18;230
19;268
19;120
19;288
19;55
19;215
19;216
19;230
20;276
20;106
20;131
20;52
20;119
20;230
21;158
21;190
21;86
21;132
21;216
21;299
22;107
22;136
22;87
22;139
22;230
23;138
23;62
23;99
23;156
23;286
23;216
23;233
24;139
24;205
24;107
24;56
24;89
24;143
24;136
24;189
24;170
24;230
25;261
25;167
25;54
25;297
26;189
26;60
26;128
26;178
27;129
27;83
27;217
27;291
27;184
27;191
27;281
27;98
27;168
27;298
27;118
27;125
27;110
27;49
27;94
28;54
28;46
28;76
29;273
29;212
29;157
29;192
29;206
30;278
30;79
30;259
30;54
30;292
30;186
30;238
31;78
31;231
31;291
31;181
31;223
31;108
32;79
32;198
32;294
32;161
32;178
32;211
33;159
33;278
33;263
33;68
34;91
34;49
34;66
34;129
34;198
34;48
34;95
34;245
35;123
35;286
35;272
35;199
35;216
35;120
36;99
36;270
36;291
36;64
36;94
36;164
36;65
36;228
36;231
36;234
37;263
37;119
37;182
37;170
37;82
37;102
38;165
38;144
38;138
38;173
38;199
38;216
39;53
39;242
39;239
39;65
39;90
39;93
39;245
40;275
40;68
40;163
40;74
41;136
41;265
41;271
41;151
41;230
42;144
42;148
42;288
42;45
42;207
42;215
42;216
42;106
43;60
43;222
43;139
43;119
43;230
44;216
44;95
44;65
44;184
44;69
44;77
44;245
45;277
45;175
45;216
45;123
46;192
46;60
47;128
47;203
47;294
47;157
47;266
47;54
47;189
47;211
48;116
48;181
49;85
49;77
49;291
49;78
49;54
49;93
49;245
50;199
50;167
50;240
50;128
50;54
50;170
50;114
51;173
51;144
51;100
51;216
52;288
52;170
52;230
52;102
53;298
53;126
54;280
54;259
54;297
54;262
54;60
54;189
54;198
54;206
54;252
54;119
54;209
55;91
55;267
55;207
55;216
55;120
55;149
56;247
56;67
56;230
56;235
57;170
57;230
57;109
57;262
57;235
57;112
57;202
57;226
57;153
57;122
57;257
57;114
58;260
58;147
58;180
58;230
59;85
59;108
59;94
59;228
59;59
59;111
59;95
59;163
59;77
59;242
60;73
60;160
60;259
60;198
61;268
61;146
61;156
61;164
61;173
61;216
61;233
62;261
62;286
62;216
62;96
62;233
63;160
63;235
63;74
64;85
64;237
64;66
64;126
64;274
64;77
64;245
65;129
65;83
65;217
65;90
65;95
65;245
66;270
66;83
67;155
67;263
67;258
67;87
67;180
67;216
67;81
67;230
68;273
69;221
69;77
70;276
70;170
70;119
71;141
71;283
71;293
71;144
71;156
71;142
71;99
71;76
71;216
72;263
72;143
72;170
72;230
73;189
74;220
74;194
74;262
74;150
74;112
74;149
74;105
74;153
74;282
74;279
74;197
74;251
74;137
74;253
74;152
74;204
74;273
74;83
75;177
75;75
75;206
76;120
76;278
76;157
77;168
77;245
77;184
77;98
77;116
77;130
77;191
77;93
77;234
77;209
77;107
77;108
78;130
78;291
78;191
78;245
79;177
80;138
80;207
80;144
80;216
80;120
81;265
81;151
81;296
81;170
81;163
81;260
81;119
81;214
81;121
81;276
81;91
81;230
82;131
82;170
82;230
83;118
83;181
83;298
83;184
83;237
83;89
83;245
84;216
84;263
84;151
84;170
84;230
85;168
85;245
86;142
86;148
86;216
86;219
87;263
87;139
87;147
87;287
87;185
87;205
87;230
87;236
88;132
88;216
88;269
89;266
89;170
89;107
90;231
90;191
90;93
90;118
90;245
90;98
90;298
90;270
90;126
90;184
90;150
90;239
91;148
91;216
91;207
91;283
91;110
92;238
92;285
92;204
92;224
93;189
93;201
93;221
93;228
93;237
93;99
93;242
93;245
94;191
94;201
94;129
94;125
94;208
95;191
95;111
95;126
95;116
95;291
95;166
95;108
95;245
96;146
96;123
96;162
96;99
96;233
96;172
97;132
97;283
97;288
97;216
97;233
99;215
99;216
99;233
100;216
100;179
100;120
100;245
101;274
101;164
101;199
102;170
102;183
102;261
102;236
103;215
103;282
103;122
103;187
104;173
104;216
104;293
104;123
105;177
105;245
105;121
105;275
105;204
105;209
106;151
106;170
106;230
106;222
106;195
107;133
107;170
107;230
108;230
109;236
109;275
109;279
109;114
109;154
110;283
110;286
110;216
110;233
110;230
111;216
111;233
112;224
113;188
113;226
113;187
114;148
114;235
114;197
115;294
115;238
117;275
117;226
117;254
117;262
117;197
117;243
117;135
117;235
117;253
118;223
119;296
119;263
119;136
119;222
119;185
119;163
119;124
119;205
119;230
119;250
120;219
120;120
120;175
120;199
120;156
120;277
120;218
120;165
120;246
120;287
121;287
121;170
121;230
121;133
122;169
123;283
123;216
123;269
123;274
123;146
123;249
123;233
123;199
123;288
123;254
123;245
124;258
124;133
124;230
125;191
127;139
127;172
127;180
127;230
127;236
127;193
128;177
128;128
128;203
128;244
128;287
129;242
129;217
130;242
130;245
131;271
131;143
131;296
131;230
132;200
132;156
132;165
132;216
133;257
133;174
133;139
133;296
133;172
133;230
134;275
134;254
134;224
134;282
135;152
135;220
135;188
135;169
135;176
136;276
136;258
136;170
136;196
136;205
136;230
136;236
137;275
137;289
138;141
138;267
138;261
138;158
138;173
138;233
139;256
139;142
139;287
139;162
139;183
139;230
140;266
140;214
140;151
140;155
140;230
141;267
141;288
141;164
141;216
141;218
141;233
142;268
142;249
142;165
142;295
142;216
142;229
143;214
143;195
143;287
143;170
143;299
143;230
143;236
144;261
144;164
144;166
144;215
144;216
145;247
145;230
145;147
145;174
145;236
146;190
146;216
146;274
147;170
147;230
148;268
148;173
148;286
148;216
148;225
149;275
149;253
150;236
151;247
151;267
151;299
151;230
151;236
152;279
152;209
153;232
153;193
154;262
154;188
154;232
154;285
154;264
154;173
154;213
155;271
155;170
155;208
156;272
156;280
156;216
157;273
157;161
157;159
158;225
158;216
159;297
159;278
160;160
160;177
160;186
161;216
161;167
161;248
161;181
162;242
162;263
162;230
163;183
163;236
163;230
164;175
164;190
164;215
164;216
164;170
165;216
165;191
166;274
