from;to
0;157
0;75
0;46
0;259
0;244
0;28
0;206
0;89
157;29
157;47
157;76
157;273
157;161
157;159
75;177
75;75
75;206
46;28
46;192
46;60
259;30
259;54
259;60
259;171
259;241
244;128
244;189
188;3
188;7
188;113
188;135
188;154
188;176
28;54
28;76
206;29
206;54
206;238
89;24
89;83
89;266
89;170
89;107
1;49
1;69
1;78
1;59
1;245
49;27
49;34
49;85
49;77
49;291
49;78
49;54
49;93
49;245
69;5
69;44
69;221
69;77
78;31
78;130
78;291
78;191
78;245
59;85
59;108
59;94
59;228
59;59
59;111
59;95
59;163
59;77
59;242
245;15
245;34
245;39
245;44
245;64
245;65
245;77
245;83
245;85
245;90
245;93
245;95
245;100
245;105
245;123
245;130
245;191
245;216
245;221
245;223
245;231
245;237
245;239
245;242
245;281
245;245
245;298
245;291
245;270
245;275
2;276
2;87
2;72
2;139
2;145
276;12
276;18
276;20
276;70
276;81
276;136
276;170
276;180
276;230
276;258
87;22
87;67
87;263
87;139
87;147
87;287
87;185
87;205
87;230
87;236
72;263
72;143
72;170
72;230
139;22
139;24
139;43
139;127
139;133
139;256
139;142
139;287
139;162
139;183
139;230
145;18
145;247
145;230
145;147
145;174
145;236
3;264
3;68
3;114
3;63
3;12
3;126
3;9
3;16
264;6
264;154
264;224
264;251
264;254
68;16
68;40
114;7
114;16
114;57
114;109
114;148
114;235
114;197
63;235
63;74
12;5
126;53
126;64
126;90
126;95
9;216
9;285
9;16
9;275
9;103
16;251
16;152
16;137
16;149
16;290
16;279
16;109
16;40
4;33
4;241
4;212
4;238
4;73
4;155
4;115
33;159
33;278
33;263
241;255
212;29
212;248
238;30
238;115
238;292
73;60
73;189
155;67
155;140
155;271
155;170
155;208
115;294
5;193
5;232
5;279
5;5
5;176
5;250
5;7
5;6
5;289
5;74
5;224
193;7
193;127
193;153
193;227
193;210
232;14
232;153
232;154
232;210
232;275
279;74
279;109
279;152
176;135
176;213
176;250
250;119
250;187
250;209
250;282
7;235
7;202
7;150
7;285
7;226
7;122
7;275
7;272
7;289
7;113
6;14
289;137
74;14
74;40
74;220
74;194
74;262
74;150
74;112
74;149
74;105
74;153
74;282
74;197
74;251
74;137
74;253
74;152
74;204
74;83
224;92
224;112
224;134
224;187
14;243
14;14
14;282
14;154
235;56
235;57
235;117
235;209
202;57
202;290
202;254
150;90
150;236
285;92
285;154
285;209
285;282
226;57
226;113
226;117
122;57
122;103
122;169
275;40
275;105
275;109
275;117
275;134
275;137
275;149
275;210
275;231
275;275
272;35
272;156
272;215
272;216
272;261
272;268
113;187
8;8
8;54
54;25
54;30
54;47
54;50
54;280
54;297
54;60
54;189
54;198
54;252
54;119
216;10
216;13
216;19
216;21
216;23
216;35
216;38
216;42
216;44
216;45
216;51
216;55
216;61
216;62
216;67
216;71
216;80
216;84
216;86
216;88
216;91
216;97
216;99
216;100
216;104
216;110
216;111
216;123
216;132
216;141
216;142
216;144
216;146
216;148
216;156
216;158
216;161
216;164
216;165
216;166
216;173
216;175
216;190
216;199
216;200
216;207
216;215
216;261
216;277
216;293
216;225
216;269
216;229
216;216
216;218
216;267
216;288
216;283
216;286
216;274
216;233
216;268
216;249
216;295
216;219
216;294
103;215
103;282
103;187
10;158
10;269
10;200
10;199
10;120
158;21
158;138
158;225
269;88
269;123
269;200
269;295
269;274
269;293
200;132
200;173
199;35
199;38
199;50
199;101
199;120
199;123
199;190
199;261
199;293
199;229
120;19
120;35
120;55
120;76
120;80
120;100
120;219
120;120
120;175
120;156
120;277
120;218
120;165
120;246
120;287
11;130
11;217
11;27
11;281
11;77
130;77
130;242
217;27
217;65
217;129
27;129
27;83
27;291
27;184
27;191
27;281
27;98
27;168
27;298
27;118
27;125
27;110
27;94
281;201
281;237
281;242
77;44
77;64
77;168
77;184
77;98
77;116
77;191
77;93
77;234
77;209
77;107
77;108
13;156
13;148
13;164
13;71
13;96
13;233
156;23
156;61
156;71
156;132
156;280
148;42
148;86
148;91
148;268
148;173
148;286
148;225
164;36
164;61
164;101
164;141
164;144
164;175
164;190
164;215
164;170
71;141
71;283
71;293
71;144
71;142
71;99
71;76
96;62
96;146
96;123
96;162
96;99
96;233
96;172
233;23
233;61
233;62
233;97
233;99
233;110
233;111
233;123
233;138
233;141
233;175
233;179
233;220
233;286
243;117
243;170
243;172
243;183
243;196
243;230
243;299
282;134
282;169
154;109
154;262
154;173
154;213
15;201
15;98
15;242
15;94
201;93
201;94
201;168
201;242
98;90
242;39
242;93
242;129
242;162
94;36
94;191
94;129
94;125
94;208
152;135
152;209
149;55
149;253
290;17
290;227
109;57
109;236
278;30
278;76
278;159
278;189
278;255
278;297
40;17
40;163
17;92
17;112
92;204
112;57
18;140
18;124
18;70
18;263
18;178
18;151
18;170
18;230
140;266
140;214
140;151
140;230
124;119
124;258
124;133
124;230
70;170
70;119
263;37
263;67
263;84
263;119
263;162
263;170
263;196
263;208
263;230
263;287
263;299
178;26
178;32
178;240
151;41
151;81
151;84
151;106
151;247
151;267
151;299
151;230
151;236
170;24
170;37
170;50
170;52
170;57
170;81
170;82
170;84
170;102
170;106
170;107
170;121
170;136
170;143
170;147
170;174
170;299
170;185
170;230
170;183
170;258
170;172
170;182
170;271
170;247
170;260
170;222
170;257
170;287
170;180
170;293
170;195
170;236
230;19
230;20
230;22
230;24
230;41
230;43
230;52
230;56
230;57
230;58
230;67
230;81
230;82
230;84
230;106
230;107
230;108
230;110
230;119
230;121
230;127
230;131
230;133
230;136
230;143
230;147
230;162
230;163
230;172
230;180
230;182
230;183
230;185
230;196
230;197
230;205
230;208
230;214
230;228
230;266
230;260
230;230
230;296
230;287
230;236
230;299
230;271
230;265
230;256
19;268
19;288
19;55
19;215
268;61
268;142
268;207
268;209
288;42
288;52
288;97
288;123
288;141
288;179
288;215
288;293
55;91
55;267
55;207
215;42
215;99
215;144
215;166
20;106
20;131
20;52
20;119
106;42
106;222
106;195
131;82
131;271
131;143
131;296
52;102
119;37
119;43
119;81
119;296
119;136
119;222
119;185
119;163
119;205
21;190
21;86
21;132
21;299
190;146
190;249
86;142
86;219
132;88
132;97
132;165
299;143
299;185
299;257
22;107
22;136
107;24
107;133
136;24
136;41
136;258
136;196
136;205
136;236
23;138
23;62
23;99
23;286
138;38
138;80
138;141
138;267
138;261
138;173
62;261
62;286
99;36
99;93
286;35
286;110
286;256
24;205
24;56
24;143
24;189
56;247
56;67
143;214
143;195
143;287
143;236
189;26
189;47
189;93
189;273
25;261
25;167
25;297
261;102
261;144
167;50
167;161
167;186
297;159
297;173
26;60
26;128
60;43
60;160
60;198
128;47
128;50
128;177
128;128
128;203
128;287
129;34
129;65
83;65
83;66
83;118
83;181
83;298
83;184
83;237
291;31
291;36
291;95
291;223
291;234
184;44
184;90
184;181
191;90
