x;y;z
0.1139543141795014;0.9723344842438482;0.5381337090403107
0.10030792695096;0.9694964518802446;0.4986637087443538
0.088443112630149;0.9303418271236232;0.4876740804811916
0.1303441060761444;0.980030256105174;0.4767235088861022
0.1000726085439549;0.9332305220116068;0.5301100026553841
0.1429304980327793;0.9826730506884706;0.513621822641319
0.1191920677368126;0.9435118035991742;0.465508036325568
0.3698460138060322;0.0263735587271451;0.4306729052813091
0.4003236965317033;0.0;0.4391992529126227
0.4131531369633435;0.0015934708371877;0.4772053315871299
0.4325315013947347;0.0113875643988676;0.4129831295879514
0.3823458222404533;0.0264199283741418;0.4697987797733877
0.4008588091282025;0.035895301288607;0.408167859926631
0.4436825438603916;0.0119543603279285;0.4519211420485287
0.7354025033957027;0.6286093907364255;1.1684412453427058
0.766506673273434;0.6004249195923167;1.1742382049160764
0.7545991516950642;0.5622409795656778;1.1647950422928872
0.797253130160838;0.6125609077982093;1.149661640482592
0.723950339605481;0.5885607732827204;1.16025347097162
0.7660524025044689;0.6369472591537522;1.145348354047185
0.7854296089728404;0.5742917026781429;1.1414744100771983
1.019997516050433;0.7738395441646575;0.2036155712274285
1.0494855392661808;0.7483568376926119;0.2063404530878745
1.038523447566986;0.7109482228215565;0.1986192357154635
1.0639489931533412;0.7495479541204404;0.2485188412477272
1.0080818296035214;0.7368133312128691;0.1930850726748454
1.0326400753892933;0.7748203723474067;0.2413280919787686
1.052641160838044;0.7119920825826203;0.2383389660370745
0.3869771007743723;0.8105525728895715;0.8545348172640509
0.4174953887538937;0.8080218760155454;0.8648973832686667
0.3928467786967747;0.8274553070667543;0.858602646732094
0.4064921360068632;0.8330653760938741;0.8476415758519411
0.4232402772003851;0.7903558689168607;0.8913734189646367
0.4286212128004751;0.8075732314035134;0.8949112866098845
0.4427587044219475;0.812872048367366;0.884479216408619
0.3622908313829592;0.8269724696249671;0.8459269791540668
0.3776586422458691;0.8332663234000585;0.8344457073281791
0.3840133099903074;0.8520318251196588;0.8382534291884605
0.4349331700324043;0.7865533463415888;0.9196914185913376
0.4500977433880174;0.7929236706955249;0.9080322994879888
0.4566580970202332;0.8116141942059836;0.9120176027251862
0.1966158870327451;0.4971976812382464;0.4702664647242943
0.2149878991751758;0.4746760074734721;0.4561172730175341
0.2051711723519222;0.5016708541197779;0.4412499424347368
0.2129971539392183;0.444275490295284;0.4669729799650702
0.2215515045445597;0.4487472774091535;0.4379572963294665
0.5601933349043327;0.2512030104461349;0.8194613515584915
0.5843434629147723;0.2692779807053095;0.8311126210163381
0.574718155280904;0.240210460164641;0.821773901170492
0.5887357312848385;0.2445570123398403;0.8107420431651665
0.580093934549613;0.2839440841517401;0.8596123331737494
0.5943341053440637;0.2724894515695997;0.8613563352336582
0.6086364057387136;0.277298288397349;0.8508923062357834
0.5487498980300556;0.224845694428027;0.8081701106098452
0.5645634971927272;0.2296604062113425;0.7966035057639875
0.5805164786472848;0.2174487924893798;0.7984662667078933
0.5886026001279967;0.2904134070730013;0.8885756102732383
0.6043256036010601;0.2950601119396516;0.8768035235511269
0.6203628727255559;0.2830185439690679;0.8788727171215492
0.555053850409212;0.91071070972933;0.3437094208390204
0.5755477137327364;0.8906295567977529;0.3287953287419916
0.54982763674461;0.9095049562401836;0.3261473372334155
0.5440914148083374;0.8926681276641544;0.3215820363184161
0.595906489113217;0.8806180782663173;0.3057704009896642
0.6009013974275133;0.8976126268211443;0.3105421808181338
0.6068660623355664;0.8986533391797594;0.3278893096481619
0.5295542505611035;0.9280952451487452;0.3445498133646085
0.5237010255933405;0.9095890443221624;0.3390036575352843
0.517353279293442;0.9080139920739688;0.3199224384348248
0.6211120919699962;0.8838730446976812;0.2882439566396865
0.6272043791960706;0.885516073990819;0.3074170912557173
0.6333074515612988;0.9039416100431384;0.3128565251423843
0.7173336050350916;0.3333072832030335;0.2864990845322458
0.7424020588409885;0.351870287406482;0.2949961296478473
0.7317021810359104;0.3222408881831527;0.2892988834562686
0.7373224334906626;0.3221905145484439;0.3067942006667749
0.7527386947828227;0.3741700977776646;0.2739801912931187
0.7666234567110095;0.3625147647311788;0.2769730836017164
0.7727318416928772;0.3630504968170137;0.2942779508334497
0.7038479781287502;0.3058769443326449;0.2821572146601637
0.7106452641030621;0.305987527423228;0.301149761115247
0.7260859484343543;0.2935091567330629;0.3047356059492536
0.7747633223241736;0.3876993923223464;0.2570993391584149
0.7813988922197447;0.3875960120107183;0.2761712277639779
0.7970225852407549;0.3753201261146874;0.2796980846556643
0.9385484570086868;0.6974226515096891;0.733000840815409
0.9449154673233916;0.6852147769397728;0.7037546794552348
0.9475757771014764;0.6682717751242585;0.7311737102216407
0.9540659673163456;0.705561582359062;0.6803417465194177
0.9630960675238872;0.6764043677937869;0.6785140158726468
0.0876668776769909;0.7344639982635721;0.4586764884601948
0.0968829018541513;0.7084241675467394;0.4573768874348381
0.0954937172334145;0.7372621324083114;0.4853450467339709
0.108185021655994;0.7439105965081693;0.4422837267999759
0.1000710369819603;0.6993229419304968;0.4809879141755377
0.1128564398294011;0.7060222464785508;0.4376147946566001
0.0892005758477638;0.7653023369006912;0.4901688292455722
0.1031505269430497;0.7726123830440649;0.4428492421142787
0.1110085848123678;0.7751996809071717;0.4719436240443604
0.2117143334204455;0.9386504535310652;0.7090090603563923
0.2301510140567204;0.9278345877996086;0.7265639174890577
0.2024264466490454;0.9133143168385204;0.7013436509763574
0.2314003043670875;0.9467619297353884;0.6911050017596172
0.2511372865281937;0.918786447217906;0.7559525372272893
0.2241257636697416;0.9035615628997258;0.7315656348440046
0.2533216666136433;0.9372661599041084;0.7212419755788738
0.1832979542838305;0.9202594799673032;0.680476640934241
0.2153205300272793;0.957228301013674;0.6691523088954673
0.2048481563376165;0.9297132951357404;0.6615413161796185
0.2446104629511251;0.8945306571143441;0.7582249633463674
0.2734294610715535;0.9277846509082576;0.7480376873912876
0.2466522010968944;0.9129060329768646;0.7239058799137309
0.215533058312604;0.7159779094474285;0.7101024244318124
0.1995774588845277;0.6957666308775884;0.6739147441293488
0.1978214350765118;0.7207610751480841;0.692759018998023
0.2127946416275671;0.7249905374179946;0.6810757085803772
0.1841192593911408;0.6642655987544135;0.6466847809361667
0.1779287650913618;0.6880145943833829;0.6526016030790446
0.2163105625600813;0.7428840095304484;0.7263631319974385
0.2318243835414563;0.747304124945798;0.7147773218827923
0.2139868681349422;0.7534832283251711;0.6963915904712954
0.3085137763192013;0.989337092088828;0.3808108929328223
0.3342831008655796;0.98235448410671;0.3735262177021796
0.2987055016300959;0.9637741790920932;0.3750431074644393
0.314974025891264;0.9905524195082156;0.4079059928117812
0.3683258692651223;0.9801001370838776;0.358556102679531
0.3502019417152629;0.9879325224807464;0.392584319150654
0.3339073569081947;0.9611223152028372;0.359697747159399
0.2708668664543198;0.9661225455873312;0.3834815178518058
0.2888615777978062;0.9957390991520718;0.4197997858357556
0.278397866548823;0.9684097764346652;0.413000481595687
0.3821673058323446;0.9846405972165656;0.3791476417495829
0.3659822884342104;0.9580016260941684;0.3464766752460909
0.3480217754556013;0.9659632223647464;0.3802140344592152
0.4220079675958755;0.9541860757583986;0.6371387864327046
0.4276138298867152;0.9588548805647544;0.593345883217587
0.4092308383782502;0.9646647347099128;0.6180524206027405
0.4046927326721077;0.9463853980886466;0.6132646028571507
0.4464997065451232;0.966978933763547;0.5539977873074975
0.424733653497808;0.9727640891555538;0.5654061987205729
0.4198623014000288;0.9543075324890636;0.5617376038362258
0.4015549412540085;0.956597313468325;0.6608967070849646
0.3969757244925956;0.9378353143883624;0.6564086458005943
0.3825620285446542;0.9479671124442126;0.6368124121573
0.4416478562455295;0.977541512719766;0.5247871185135782
0.436936049236185;0.958703733265061;0.5207158150929923
0.4135455072811844;0.964148376846244;0.5315649518766341
0.2746583935721045;0.711641120050009;0.3396802857440911
0.2995623243109617;0.7480782325656685;0.3348462635768612
0.2706326963724175;0.7365244798162701;0.3382564481298428
0.3305670351792704;0.77615518621055;0.3199668785414319
0.3060322058694793;0.7773816394225099;0.3257815087367148
0.3121202396768823;0.7769628348669454;0.3442346132553026
0.3376460385185072;0.806360163775966;0.3148430320532232
0.3442218961449766;0.8061003479352425;0.3335561793353699
0.3189143498025272;0.8083879097509923;0.3405311042102861
0.130434733830095;0.9336717662890448;0.5961958256172918
0.1582338049045058;0.961735496035834;0.6338680291896311
0.1421865395526425;0.9668876788874764;0.6060938042538724
0.1687438968116572;0.977883023444174;0.5826157455220006
0.1472732368654969;0.9305148814919934;0.6280572549412553
0.1751758732802785;0.9553929954917936;0.6630921703580992
0.184208068832926;0.973115244802526;0.6150433618602822
0.1150337460776319;0.9348521355922498;0.5638300449404944
0.1429768560511389;0.9470728838918774;0.5405094144025526
0.1557044346335965;0.9818065565211704;0.5500175003628308
0.1646340043962575;0.9260120708593236;0.6557623137818863
0.172394069992738;0.9419242226472092;0.6081311577584202
0.1992189126525429;0.965953740763257;0.6435026961701564
0.0880334662405063;0.8638043763785707;0.5100289152490567
0.0772373075088583;0.8282562089261813;0.4697710502296451
0.0773123831347696;0.8601922203600348;0.4757211235087777
0.1044272693329695;0.8724699828748405;0.4544325673582425
0.0853003710142289;0.8284275814092512;0.5024911562803912
0.0774904844777004;0.7943397869593125;0.4646807899658052
0.1011842088180523;0.8367601233439756;0.4485968945696673
0.0923146431762088;0.8976271572758879;0.5194514114849034
0.1203257293985348;0.9099568860573808;0.4955764498952572
0.1104265216732049;0.9072359526338912;0.4583049314206023
0.08564551528084;0.7959885995477307;0.4963656516855313
0.109313691602645;0.8381667493494632;0.4812336678861726
0.1007508833925723;0.8039313330134294;0.4450530926164255
0.1102499939696231;0.8306343310985096;0.5684455261186505
0.1272691431423437;0.8338800004126264;0.5971080111440564
0.1103014220047481;0.8009529309713649;0.5595889023386489
0.1330414774433616;0.8411331825731103;0.5488070621523773
0.1309141386237461;0.8646489130470463;0.6100101443130549
0.1480817320642711;0.8631448775451787;0.6357606591552913
0.1535847777633425;0.8749439203240735;0.5902014973440219
0.0965795721256329;0.7980573433750491;0.5290120295726981
0.1197004042119016;0.8392969531703789;0.5163533113536494
0.1192825366513312;0.8084561520306223;0.5092744956789431
0.1549442899971775;0.8941358439377559;0.646796950588735
0.1616761804379815;0.908237048186988;0.5998805596092797
0.1774827026453045;0.904330890563528;0.6271461762597476
0.2017177617655432;0.995186028683564;0.4705523795413545
0.2213224336168608;0.9948734134190376;0.4195203988204562
0.1928127428143381;0.9936235847174708;0.4348894357476541
0.1803808170241574;0.9597849125402992;0.426570534719411
