from;to
0;157
0;18
0;0
0;122
0;33
0;156
157;138
18;127
18;54
122;45
122;122
33;16
33;183
156;35
156;55
156;130
156;149
1;150
1;184
1;144
1;53
1;57
1;194
150;61
150;66
150;197
184;144
144;61
53;197
53;79
53;199
57;82
57;79
57;201
57;66
57;173
194;173
2;131
2;140
2;71
2;2
2;146
131;8
131;78
140;34
140;133
140;146
71;146
146;5
146;34
146;46
146;88
146;136
146;213
146;146
146;168
146;198
146;210
3;97
3;58
3;149
97;22
97;76
97;145
58;124
149;35
149;42
149;101
149;130
149;174
149;161
4;114
4;209
4;192
114;185
114;114
209;179
209;185
192;81
5;168
5;5
5;34
168;211
34;198
34;213
34;119
6;68
6;207
6;188
6;44
68;196
68;96
68;129
207;31
207;48
207;90
207;120
207;129
188;90
44;90
7;216
7;171
7;94
7;160
7;14
7;92
7;195
216;14
216;21
216;171
216;195
171;165
171;190
171;195
94;67
94;143
94;190
94;195
160;21
160;67
160;190
160;195
14;67
14;143
14;195
14;190
92;172
195;21
195;49
195;67
195;107
195;108
195;134
195;143
195;163
195;165
195;182
195;203
8;46
46;198
9;115
9;125
115;23
115;35
115;78
115;99
115;103
115;123
125;99
10;172
10;164
10;179
172;164
172;166
172;185
164;81
164;178
179;54
179;166
11;134
11;153
11;15
11;100
134;56
134;86
134;153
134;205
153;86
153;142
153;208
15;117
15;189
15;17
100;56
25;20
25;24
25;159
25;137
12;181
12;102
12;193
181;43
181;52
181;102
102;13
102;29
102;43
102;52
102;56
102;87
102;89
102;128
102;191
102;106
102;102
102;180
102;183
193;13
193;29
193;43
193;52
193;89
193;128
193;141
193;180
193;191
193;214
13;180
13;87
13;29
180;87
180;128
87;128
87;89
29;89
29;43
29;214
67;21
67;190
67;108
67;67
67;163
67;107
67;96
143;108
143;190
190;165
190;175
117;208
117;142
189;56
189;86
17;17
16;186
186;126
127;60
127;138
54;178
54;81
54;74
19;48
19;129
19;196
19;77
48;90
129;90
129;196
196;90
77;90
20;159
20;176
20;137
20;38
159;182
159;176
176;24
176;75
137;38
137;182
137;152
38;38
22;200
22;170
22;145
200;169
170;124
170;145
145;73
23;123
23;39
23;211
123;80
123;103
39;78
39;99
211;99
211;219
211;211
24;26
26;84
84;83
84;152
27;167
27;32
27;30
27;154
167;148
32;30
30;36
30;151
30;31
30;148
154;98
154;154
28;175
28;60
175;175
43;85
43;106
43;183
43;52
36;151
36;148
36;70
148;64
198;88
119;78
119;219
119;187
35;69
35;95
35;112
35;105
35;174
35;93
35;162
35;161
35;63
35;35
69;162
95;130
95;105
112;55
112;101
112;162
105;63
105;130
105;162
174;86
174;174
93;63
63;101
70;62
37;37
37;110
110;61
78;187
40;206
40;40
206;51
206;111
206;204
41;59
41;51
41;204
41;139
41;135
59;51
59;204
59;141
51;50
51;218
51;111
51;116
51;155
51;132
204;177
139;116
135;111
42;42
85;52
52;128
90;120
90;109
90;90
45;126
47;73
47;202
47;210
73;155
202;107
202;124
202;155
202;202
210;104
49;203
203;165
203;203
50;50
218;116
218;132
111;141
111;177
111;116
111;132
155;104
155;124
155;215
132;141
197;82
79;61
199;61
74;74
201;61
201;201
173;173
124;215
141;177
61;61
61;208
62;113
113;72
113;98
64;65
65;65
65;72
163;107
107;165
96;109
75;158
158;147
158;152
76;169
76;76
169;169
187;91
187;187
80;219
219;91
83;118
118;147
118;152
86;121
86;86
121;217
88;88
88;133
133;136
120;120
185;212
217;205
205;205
166;212
