x;y
0.1750861981482166;0.4068440030722046
0.1366923644614825;0.404979548079282
0.4533353566897172;0.9572672198637804
0.4713044412594672;0.9675906461831392
0.4741088387196248;0.386417915129423
0.4897382609350637;0.4208352336466299
0.5021355789297853;0.7336223225811307
0.5188947357516329;0.7346325720373792
0.1634931757524094;0.428612918390356
0.1298303218585798;0.4256762618753239
0.2377232485581077;0.248594643328901
0.2474603750587563;0.2863804572241999
0.5015876297840657;0.6375273786378352
0.709402199472932;0.6312713666930725
0.7308280629374504;0.5715842002335206
0.7354461199780017;0.5396660687540906
0.6633872473276057;0.5885500002036393
0.4684866183468087;0.6380695382906816
0.2215905011784872;0.2676499394106429
0.1146746436621658;0.456642061333516
0.4312037686477811;0.3749262026395977
0.2304229365069464;0.2384060293226859
0.4144962862924652;0.3534051085622303
0.6532714034013376;0.2177542080331432
0.6006586521489025;0.2894239837312485
0.4766465156533231;0.4197315477801233
0.5130622380007662;0.4042343491740642
0.1881484719205821;0.2344856364774839
0.48990119443154;0.6654527403550858
0.4682753138779191;0.4655955799590472
0.13484296131893;0.4179537351205496
0.4947316783954295;0.7024887007204202
0.4705459029428873;0.7042552891123025
0.1834465133084709;0.2542328741366143
0.1942328729474668;0.2473151806402833
0.5080995191901866;0.6992297430862432
0.5138531135446166;0.7003597062381554
0.7387722672406107;0.5617806908450438
0.7152847029772412;0.5432511257544939
0.6935994327807955;0.5955166227173795
0.1735537896871547;0.4407536950466069
0.1966113335674511;0.4506079078520228
0.490684316604281;0.6757378541477839
0.4631830112057695;0.4617233037080136
0.4824924269748735;0.3868511357155549
0.5315173431302483;0.6582293288872212
0.4393833238066463;0.40832613793565
0.7138429538322035;0.5961448241183936
0.709599781984233;0.5714601401328511
0.736299950823921;0.5632854234381409
0.1858533185312283;0.4774505876066112
0.6874737257629852;0.5670598200675456
0.7095676444177633;0.5872256442534716
0.6604080261035382;0.2376271485501655
0.6447379231273851;0.2377726535417614
0.2039397282928132;0.2901198478619617
0.2157285721186891;0.2763865841218437
0.1703619422568417;0.2008955180828981
0.1496160751991044;0.2077905939587514
0.7279594975485157;0.5508406905524368
0.4920967412598788;0.9161363632627636
0.4996490387346238;0.9743587396745288
0.1460420369234268;0.4422471842843869
0.6360821578891451;0.2419498359529312
0.1785277606674293;0.2177456047359494
0.6433894186665784;0.2541937503608503
0.6394283482949098;0.2594342824902305
0.3585259709135593;0.080307834610349
0.3506982270816784;0.070973821915602
0.3806351202357759;0.027822069405076
0.524631392753968;0.6890690747272444
0.1676427208872119;0.2201755240223492
0.1668748327808614;0.2163325455238479
0.4125189502954792;0.0691184687394622
0.7247297937490911;0.6138529156867166
0.6808524840480455;0.5895552019608682
0.1831372640663932;0.4270483303306842
0.1576787849094222;0.2067986372456848
0.4924473388265316;0.6845566442726314
0.5341152873746022;0.6890659153539278
0.1390707743139771;0.4389264718339676
0.1679442057148645;0.3915805232665595
0.468727088206741;0.8656704878838629
0.3848595983811179;0.1387435386286102
0.3686187111530397;0.0752147099609206
0.3788767965395437;0.0597187039344077
0.3324599585078457;0.0743832111045063
0.1617253363405698;0.4485505325024685
0.7307303375834755;0.5873920648917258
0.730228871472162;0.5423593276223257
0.7310627253440957;0.5567573858880706
0.7191659864085491;0.5885564586867211
0.2264500390675164;0.2325398041797586
0.2341086521693393;0.2674080625390982
0.3831210396667472;0.0843901394306813
0.7053231925182751;0.5265977027888781
0.1437416343003808;0.7114926724045467
0.1779559930318225;0.7111620630570749
0.3864618235344806;0.0458344948669997
0.3795848793417583;0.0537755623445046
0.6377373259803415;0.2397555816678854
0.4570416942803028;0.9371842266537684
0.4622126427478268;0.9299578997990354
0.5126053483472065;0.6840475996311621
0.5017906336846655;0.6413420692509264
0.6967018917504441;0.2546107132017499
0.5490089101463752;0.7294352385968663
0.5192420101745466;0.7323972554919445
0.5126387794127865;0.4404574075401272
0.6049692902532459;0.2278882317839249
0.4810429241697981;0.9339330409699312
0.5007434033349124;0.9675151368536314
0.4989980517290713;0.9579569178939432
0.4849246373784201;0.9901506335976852
0.6051161950230478;0.2572935548248315
0.6166938488324236;0.2680289391968692
0.6695822365392926;0.2331985581233227
0.4149237172565014;0.0675708432174489
0.4777611899063608;0.9548964271383548
0.1993598427120257;0.227127402726839
0.6948692058883242;0.6040402587091869
0.7065213687382786;0.6136136925949583
0.122420351498539;0.473023761379685
0.5012769725995884;0.972371259289439
0.4841742483975054;0.9415726355817248
0.5864354616073281;0.2126047753822774
0.5123229543371963;0.7433221703895663
0.4999544590628724;0.4457069668011748
0.2301373370139832;0.2058248711771232
0.207297521989957;0.2174852000557713
0.5132254883243323;0.707544269054124
0.4859305929968677;0.6881714478018519
0.4604657634392546;0.4278545601536475
0.4660688941955812;0.4074629104599876
0.4804680016229678;0.4233555148438358
0.704440864189156;0.5546906392136326
0.1456307853132751;0.4521310759150854
0.6189319269241892;0.5936469478852997
0.6506901394674148;0.2591349931715129
0.6490614192956567;0.2393849415929558
0.1813550456910932;0.2206014134992573
0.4764216774593913;0.7122516706152531
0.2275013024126795;0.6408932312956039
0.1658442186530843;0.6652169076047322
0.5969154352015427;0.226876168586713
0.4847580233605598;0.4314115540627408
0.6412327528365389;0.2329177049850576
0.1883513992150029;0.237048757404546
0.5422598287838194;0.7017748911540884
0.5153990804451121;0.9018864463328614
0.4962102603541626;0.7207926496194947
0.5295256259297333;0.7239341093672865
0.4752831740717011;0.6572864477611161
0.2057162664876682;0.2238104834599114
0.686616400498724;0.5702104825058922
0.5275677076786254;0.4041679221680645
0.2133804373662217;0.4230525532364353
0.1716978514718143;0.656754619158413
0.3609866706363044;0.0965124818113432
0.3736642137242678;0.0625492859619131
0.1786660052015609;0.6864418844878784
0.1730903927405319;0.6692371569646236
0.7464235631006146;0.6098085969947766
0.1766611837107055;0.2511614694619386
0.1871796643972434;0.2170780905421169
0.4597039841102784;0.9389436911941572
0.7240565306781752;0.5825730511370116
0.4546550864645366;0.449424271400379
0.2122050522729663;0.695185944789889
0.5366782069637571;0.4127277462871323
0.5204788252707239;0.4348535070949527
0.4861128707257605;0.3832024458376785
0.4612814777710728;0.4283830467316653
0.4658561467615575;0.6416718636585017
0.1915356490997052;0.6989353650300081
0.2228142944287227;0.6638779169020289
0.6799870009992042;0.2104899851926012
0.7003071382017229;0.2323073990060337
0.1771631687135972;0.2014660320358704
0.5062107828634089;0.68775687819666
0.3671317433932016;0.0544522610160504
0.2067698659231761;0.2469274156049371
0.1971723690788864;0.2752027644143703
0.2199612111746058;0.4786101661995875
0.1871721704809657;0.4772764524448357
0.4937407517063429;0.4525313096751535
0.2877659659866613;0.2879589968588151
0.2131825934700355;0.6672943743710005
0.6313820603108714;0.2135926761601596
0.6269377834995552;0.2201985515209508
0.4924972444677629;0.9718705644469016
0.5223498920957613;0.9553925181217024
0.4465548318426714;0.3850664583532307
0.4496533777856393;0.4323809399896246
0.4016951724934541;0.0710273044005462
0.370396979382236;0.0950618197648476
0.3823854606736161;0.03895873759795
0.2132856845506199;0.437285274885284
0.1520321433429762;0.4579505653257067
0.2377630355290402;0.2220985855517131
0.4824636664662021;0.9372144300156072
0.6383234122883901;0.5357796475239365
0.6921995997460685;0.5578282363509794
0.6644780393064301;0.268447711823721
0.4856913623896867;0.753320163505113
0.4955024231617566;0.4419104319171028
0.4805634381015888;0.4093357854693803
0.7328178452069695;0.5938543391186754
0.4811314735840515;0.9498262739426356
0.4864111527500206;0.4417733824824288
0.4773043624174049;0.4366203902508802
0.2137873450264951;0.6949894154321977
0.5275072985837461;0.9386159967381184
0.2050493772446984;0.7122277973530604
0.227543842444892;0.5105553290689218
0.1813910652654485;0.4646536912118689
0.1991337070558758;0.4347333822165262
0.1807456053970738;0.2295526163307825
0.6453657765060596;0.2806503892153512
0.2178899925520706;0.2274740164204066
0.1748977165954033;0.2244604491581827
0.4720119471817605;0.4251459781929946
0.1466373811693367;0.4561215126929223
0.1588198672284329;0.6366044512351093
0.1348104347054465;0.6955557262293282
0.2829969568623083;0.2122550463202997
0.2406121388168589;0.6759575186639163
0.1584279251070362;0.6624428360478682
0.5917456697272457;0.8481195867817176
0.5301808285636794;0.9408718443585196
0.1773436869918599;0.2375424398580283
0.7395299813260915;0.5748006188190249
0.1837436144204006;0.2134536026235743
0.6986224791555098;0.6338430467982054
0.7246735035906077;0.5978300968498421
0.5979882645513315;0.2326390259149312
0.5450550112963923;0.3667946631336228
0.5235929626639203;0.6513373800943151
0.6546539305165171;0.2316246868093276
0.6749542589894915;0.5176021179730705
0.6412087238221587;0.2810861580522704
0.6923702758870709;0.5543846324994283
0.7217543054719617;0.5524047218601081
0.5733953028220881;0.1902253935376189
0.6293650400745231;0.2201233199612967
0.75147361514723;0.5484154336551875
0.7542287153062642;0.5951636462007414
0.465067167789385;0.4522649844025716
0.4586597882505412;0.4450598308325846
0.2182229953655071;0.2453521910240083
0.1633918391678682;0.6504392929835466
0.1484525206917289;0.6909734189198655
0.1920399336195737;0.7070244183602549
0.1587011247314674;0.6889031558780221
0.1752777836802189;0.2243955920803858
0.389307190222159;0.0468937544967275
0.4856839952681554;0.4286515600862755
0.4933173049335461;0.3974873868356139
0.5336828894415409;0.6895167325921477
0.178992534659206;0.2673309538786945
0.4964866216008394;0.6773934886310794
0.6595609149456311;0.2278251244458329
0.6659723094498254;0.2033946621505148
0.2036543957146592;0.4551278365107136
0.7153227904942304;0.5820382270440816
0.7054551046446608;0.5814558348966203
0.7523101122553021;0.5669270386016377
0.7117398266891137;0.5488741624320995
0.3979258353734939;0.1432133514172532
0.6854807314128175;0.306654071808108
0.6547157854065919;0.2632541050494341
0.659106228492402;0.2153748585045204
0.1909133192665392;0.6861628014998614
0.1762455825234719;0.6679902863309789
0.1538892912552856;0.733397834147151
0.1639661770049106;0.6726697696312388
0.6762372921857442;0.2315422888486515
0.6817393660281115;0.2324777750522169
0.4836837954231064;0.7020554682090099
0.193086308549808;0.6933964134262097
0.1900259183242407;0.6925681242150887
0.4812774952006678;0.9742100877271546
0.4959289292439432;0.9225765967203162
0.4072020637786277;0.1408725727148896
0.3932954332960618;0.0548239641536136
0.6889219800005858;0.2580099202543062
0.4208879857744693;0.1038139058272043
0.1597104185971067;0.4960563434649696
0.1563653815537063;0.4767651028323763
0.1679665367243079;0.6930525534472023
0.1499321537619778;0.7162214496096146
0.5080839748970539;0.9417711660804664
0.4743351060795635;0.972429458095634
0.1573042025375099;0.2153287774145325
0.166243966485794;0.2426463898688497
0.1863085734473276;0.4448086414322255
0.1502249486474052;0.24595119965866
0.1710492480041769;0.2250697164635807
0.1535970654994154;0.436142643427333
0.6917527621728827;0.5750440128363262
0.5061401926569613;0.4357623158184504
0.5501231992978322;0.6974320219598324
0.3605236285291803;0.0152723852415539
0.6392050474107926;0.3164907021056464
0.590206121161823;0.2314510076321337
0.1979754618942528;0.2199184320725584
0.4856479459029658;0.397862795201108
0.5209225283614628;0.4397100721376197
0.1467533360833383;0.4729912414809012
0.6896089642562938;0.5879308944144579
0.7327523898995452;0.5910085277609908
0.1771344655919414;0.7229533960073395
0.3993804152576755;0.0460481355105835
0.6688023055932375;0.2108436286823514
0.3787375712533221;0.0575536434490895
0.4424736311381983;0.1100574530743127
0.1546133227183709;0.2156801635198824
0.7183847501745859;0.5958706686355464
0.5089605870566352;0.6897865650094661
0.1469209240168717;0.7055876929454878
0.6730168457986349;0.55699852461847
0.4684318941974111;0.9039486478839868
0.3982601522016268;0.0324762598938188
0.1460048907325225;0.7043713764718668
0.733154162122153;0.2505505374686259
0.1463650776462262;0.6950812285529254
0.1545057035637386;0.2600894963277294
0.1621533852769322;0.4318736232180853
0.1688471667485732;0.2334939946711802
0.7585067129124269;0.5899885595665866
