from;to
0;1
0;8
0;18
0;59
0;124
0;218
0;248
0;293
0;300
0;339
0;367
1;2
1;5
1;10
1;13
1;14
1;15
1;17
1;19
1;23
1;24
1;28
1;36
1;37
1;38
1;41
1;47
1;54
1;55
1;63
1;75
1;81
1;82
1;99
1;107
1;112
1;114
1;120
1;131
1;140
1;149
1;157
1;160
1;165
1;169
1;176
1;178
1;183
1;184
1;206
1;215
1;221
1;230
1;235
1;236
1;240
1;242
1;253
1;255
1;289
1;311
1;350
1;355
1;368
8;60
8;64
8;123
8;301
8;317
300;309
2;3
2;4
2;6
2;12
2;16
2;21
2;22
2;26
2;34
2;51
2;62
2;69
2;88
2;89
2;104
2;115
2;139
2;156
2;181
2;196
2;198
2;227
2;245
2;257
2;270
2;279
2;344
5;25
5;42
5;118
5;173
5;211
10;119
10;286
13;101
14;182
14;249
14;271
14;287
15;129
15;154
15;265
17;43
17;78
17;135
17;158
17;161
17;212
17;238
19;30
19;109
19;197
19;282
23;33
23;44
23;71
23;111
23;175
23;213
23;219
23;233
23;260
23;283
24;204
28;77
36;316
37;72
38;87
41;57
41;66
41;214
63;306
75;346
81;133
81;137
81;141
99;168
107;195
112;117
112;313
112;340
112;361
230;314
240;352
255;288
255;315
311;333
3;32
3;323
4;7
4;11
4;290
6;9
6;29
6;48
6;50
6;67
6;102
12;20
12;68
12;226
12;348
12;365
21;354
22;27
22;95
22;96
22;100
22;125
22;144
22;163
22;191
22;220
22;268
22;326
26;40
26;52
26;53
26;106
26;136
26;174
26;237
26;250
26;276
26;357
34;39
34;170
34;239
34;246
62;76
69;258
69;278
88;272
89;251
115;256
139;208
139;234
139;299
139;345
156;171
156;244
181;186
7;65
7;85
7;164
7;179
7;232
7;247
7;269
11;35
11;58
25;90
42;83
42;254
42;266
9;49
67;74
67;92
65;150
65;224
123;143
123;151
123;205
35;56
35;369
68;80
68;225
68;347
182;207
129;194
129;261
129;338
43;73
43;132
43;284
43;305
135;231
158;162
158;307
161;321
161;328
30;70
27;31
27;45
27;61
27;93
27;167
27;217
95;193
95;277
96;97
96;216
96;318
100;103
191;334
33;46
33;105
33;153
33;190
71;84
71;98
71;116
71;142
71;147
71;155
71;187
71;188
71;262
175;331
260;363
40;121
40;302
52;308
106;148
106;241
136;222
136;353
31;297
167;223
77;79
77;177
77;192
77;304
70;94
70;201
70;229
46;113
105;180
56;108
316;337
57;189
66;91
66;134
254;303
113;341
108;152
108;166
108;281
306;335
150;209
91;364
74;122
80;127
347;358
94;172
94;252
94;356
229;274
84;128
84;145
84;200
84;267
84;312
98;110
116;126
116;138
155;199
187;292
79;86
177;324
304;322
86;130
133;294
137;202
128;159
128;185
128;275
128;285
128;291
272;360
193;203
277;329
168;295
166;243
166;264
117;146
117;336
256;263
256;273
126;343
138;259
138;310
205;210
205;296
205;319
205;325
205;351
261;362
338;359
208;228
208;332
324;330
334;342
228;280
228;298
228;320
280;349
263;327
322;366
