x;y;z
187.9784337184818;-32.208693960281735;-69.39369082912553
-27.147279126567877;328.5270366651804;224.14630493390175
221.8683435405384;-41.22580367663304;399.9158137665246
133.17120067381688;-47.2861382699212;97.164055702694
299.5510447882138;-125.30551246875434;-314.56128050440674
214.7469880834548;-65.62285806657688;396.99827829506927
-349.54868017281115;-55.58829183082768;-388.6140396983421
12.637861620924118;-64.64559157306351;-194.55189265544303
225.28120002456015;-55.97406015465147;398.5932188801189
257.59450487234403;-73.95059622940701;291.5342096371866
269.9098150115766;-119.30090088767165;-306.836232999632
22.76363140721474;130.5946673833308;-25.70560377655376
-136.03210710519232;115.88686258421164;32.57987041213698
-132.07210400014674;119.11494601859174;44.40941979054825
-21.81839560518346;-66.72377147679839;-186.0683003776855
34.36963512290459;178.95562942484932;-4.767264800011937
103.43557379568388;16.500238891459674;-54.48677122132308
39.43018053006235;179.551024349115;-25.60541743200245
221.22925044201796;-81.23253084288727;-174.13754533911325
-338.1891755989026;-62.369181561600186;-378.113449755176
-41.58873379434774;-247.6333717089528;-289.4869536768671
-28.777366921128845;-56.32702966418521;-203.97506278681212
82.3886227964641;-58.080632506127785;120.9198718889625
239.6572266966189;-67.70198250296959;309.61637432665435
-47.60894368291874;-272.65910506784127;-291.56955967603267
-39.64551594295226;-256.16269981515217;-293.2099861993015
-44.99666824674233;-307.354636659588;-336.04762518060176
-582.8499442850812;-105.0619448277584;-385.1881380373063
115.37542386685796;-72.36826276041033;-182.36358873531785
-131.83261016171718;128.1729350420782;43.07464294878984
-578.5387695147049;-122.64545316331557;-377.2932763524009
-467.03716166059786;-83.0921678417169;-394.1902237565273
-574.3362362226546;-107.87734045844084;-387.46267009563024
100.43475841558973;13.441111589481888;-52.71074325873795
203.3120743924808;-52.27813179852711;380.87754106406834
263.00800397394795;-57.24928552506907;98.68720663804652
-579.0183815922668;-122.15310815750406;-388.34759652790746
-9.633952985580253;367.3088804502918;162.06628085425538
-38.87318413248198;-257.15732733874705;-313.78399716657714
242.74470768590425;-64.20420499698636;289.69875790682147
-253.90076068882783;-6.922449865073219;167.71065130866674
-202.75455632337747;-1.854629738110653;163.57364923177175
223.2298736197909;-40.498298623768186;67.17814570392825
-103.24833933064744;113.7438735632808;12.926174556677308
-347.23059461531267;-49.52375060511038;-365.6926493372018
188.8568959364153;-17.80725093721132;-88.99047238553074
222.52068229705648;-47.615989465783024;390.0945415652701
55.533377166799;-54.67554508135792;159.70406587717895
-355.6604994322229;-58.77000807333996;-385.6626113174868
-4.281337732740695;-39.48738640521763;-192.0431417545884
-181.71134447516465;-25.11296986167682;161.773093799014
-199.1222636154984;-7.566762473617365;156.39101455566677
-134.1817677295204;116.16465723389682;25.91479126741671
-27.749319203410508;337.6254219868076;187.44664114704335
275.735247529693;-106.97095206317162;-271.9203407678308
262.39895952930874;-61.28855472248453;48.57896126354997
-21.252140968496505;115.74991281954972;-15.910234634462697
-33.3673859753479;297.0837429264885;194.81556953219552
104.37036269417696;-63.336835082329785;91.36321385621768
-197.785685767535;16.476271930702502;148.99316681063095
160.85274064370168;-81.5760769638608;-194.67963328914385
-13.1698491897969;311.6407024465527;162.23144930545325
-621.0086697838225;-130.130323035264;-383.05670494554994
261.5835371336316;-53.10459503428918;103.919846157088
-633.2642686606857;-140.91037455523173;-392.1278288230135
-636.4753466922584;-136.1600938251228;-398.3553083877376
-29.722796454991368;306.46772071829025;220.71591866997792
-29.48346274311224;-63.00609849342037;-191.7767504997512
-299.3287957294954;-57.9729881660723;-346.5422263450537
269.09313208542835;-49.63047252627301;110.84409536344916
-620.208843658563;-139.0242858027821;-381.9934348966975
218.3828146454808;-47.85092223959914;404.3748312004979
-658.2314850153962;-142.55368242586746;-387.7818733741319
34.40518967338201;-65.21451486987215;127.48184064970656
277.9304002663245;-104.61520553731172;-253.95340461235511
-38.54004202816631;-280.35165837008293;-331.83440506065824
118.44239210844286;-55.57076372655151;130.76252690631733
-353.2997922110204;-63.165567252644216;-375.6279598320308
205.96849262328968;-45.15330599782616;328.78509232869806
-25.93837193362141;321.8890263111529;208.1914140383828
229.44677808497835;-68.57006264762929;315.7160628628473
274.4762784592791;-114.15789433161297;-275.0255606447772
-28.533289265582997;319.85896339885073;218.0836659227294
-40.57656014650364;-325.0554440773806;-365.84088396870806
-45.05592260602488;-305.99027316749766;-327.0542651354788
-122.87552651977884;125.70516945278112;9.706065102008669
75.89255260153763;97.47208617494375;-1.013094028042424
-131.46098929357254;143.37255439747042;34.62212619494824
213.02514195588944;-70.84489796445652;432.3331833591202
-128.21093038847238;117.72899079751124;47.91474837796958
-346.71857041528904;-60.04919911399894;-391.1955813366141
178.09575452559957;-38.88002168378774;323.5829865151888
140.33108852096552;-98.04660906604236;-268.2319876697897
259.3161336629776;-57.26181134200475;98.20591295535245
-11.55607367169789;-65.37853969380524;-210.87261115193783
256.29788271353186;-46.36840489623143;89.07877671160239
-218.5243731381668;-58.388235459870536;-314.02803830842004
123.46222118681136;-63.90410243560015;109.52092813100356
-628.5735640255485;-118.30873993504667;-380.9855066320736
245.46463399105232;-68.70645296115308;311.97668162715934
