x;y;z
-2.4216749979318117;788.6188284559921;-818.6535900803837
-63.7041130003651;813.4303629146652;-823.0218068453953
63.161328296383644;745.4682322312711;-814.0710005392627
-10.088300865309547;803.8756297082309;-806.0202715053848
-126.73155715517332;835.6638757120157;-817.9841131957266
-242.4166762736287;848.2965764996517;-825.3600924130111
-75.8401897289947;841.918887832872;-793.4931983635174
-266.99327995446066;-560.651047559133;823.8856658773022
-249.7762060255336;-526.167070295139;872.8397534435425
-305.8115825340481;-623.5947604248271;722.6124579221135
-232.58970080531031;-531.952266016406;869.6881498622456
-221.7371752586981;-492.33702608037794;916.2134093797882
-171.1696243360107;-419.46286185137603;998.1517660406447
173.13949719480044;-100.95819704202036;-1035.4434802249698
33.4808687170516;-263.52462141067593;-1081.377133699045
257.17676569791286;58.408984023062914;-986.0947909751047
228.3701069567023;-99.97023419215448;-1026.4026642608967
-80.97003836048175;-370.2784800142786;-1100.7811377400988
9.312558988305573;-321.85258437993946;-1094.6037957275737
-198.95447569653308;-459.4591822657447;-1101.6398835011034
-74.13948238885965;-390.829868320771;-1105.349248869206
69.80640915469723;-312.08201586228523;-1082.3417776139781
192.19269541995314;369.35608762419537;1251.328783641072
256.2732213898017;280.70276957736047;1070.4099762158842
108.2289080646966;378.0562593584994;1351.8055708409827
215.2587835590563;439.27236733284474;1335.4816374632555
321.1914490268632;185.11998402281733;893.1360694896316
254.42950494040238;54.608039954735425;579.3902892334761
451.0128706893025;211.84237123966983;1034.8035016384586
-384.14466006113605;754.2536154875785;-725.6958443062817
-379.4973898017832;766.4348769407966;-756.2479455368391
-381.5738182396086;722.969560901491;-645.5327776459795
-389.77019567008875;781.126070752764;-772.4504500019389
-375.2599436272925;784.8459139462542;-783.4249455430567
-358.14278264122487;812.2072441155997;-812.6327966352989
37.08438426512403;178.71772707944712;-10.878454482772007
2.005998726693046;239.4138169871431;22.927604581330783
77.15201012943095;121.29157141102993;-56.5258621744561
-21.00539508538281;338.0792164078423;-107.90165553095598
92.34376089309323;19.1101370384182;91.98242600314725
-163.8223599438301;462.8008405883945;-206.2132289061167
134.7757411689303;78.29370554287252;280.86356877547354
-347.68961995001746;647.3160405858094;-454.4848474183712
-140.36273176946875;506.7295516269595;-192.21024543281158
147.5806096439475;-62.44949809839211;240.93311090538543
142.5494351193555;668.8377947074134;-816.6880943661218
45.21603449564367;775.9101021973513;-795.430198061992
134.2900975283217;714.0774842374383;-786.1804248813768
226.27345099024072;543.9188584733697;-839.0409773030555
95.43967218834538;804.5844304875224;-724.0086028836196
248.3149064227214;601.5488351809196;-796.610017152855
284.60244484222824;358.3341922448885;-893.1020574709597
198.67595320614282;52.47063684559498;-256.2891787769638
135.71380386809827;37.92691330145709;-140.1210823198512
214.80801959076805;-41.17331753638751;-350.7306097752313
243.69130658489834;163.0702956364489;-283.49627382880897
