from;to
0;4
0;6
0;11
0;13
0;14
0;17
0;18
0;24
0;32
0;34
0;35
0;36
0;37
0;39
0;45
0;49
0;50
0;53
0;55
0;57
0;58
0;59
0;60
0;61
0;62
0;65
0;66
0;67
0;68
0;69
0;72
0;75
0;78
0;79
0;83
0;87
0;89
0;91
0;92
0;93
0;95
0;102
0;107
0;108
0;114
0;115
0;118
0;120
0;122
0;123
0;125
0;127
0;130
0;133
0;135
0;138
0;141
0;144
0;146
0;150
0;155
0;163
0;164
0;170
0;174
0;177
0;178
0;180
0;183
0;189
0;192
0;202
0;214
0;215
0;219
0;225
0;228
0;230
0;241
0;243
0;260
0;266
0;267
0;270
0;279
0;281
0;282
0;284
0;286
0;288
0;290
0;301
0;309
0;312
0;313
0;316
0;319
0;325
0;330
0;334
0;335
0;336
0;337
0;342
0;343
0;344
0;357
0;365
0;371
0;373
0;375
0;377
0;378
0;382
0;383
0;386
0;389
0;403
0;408
0;416
0;423
0;427
0;433
0;442
0;443
0;447
0;464
0;472
0;473
0;476
0;480
0;483
0;485
0;488
0;495
0;497
1;4
1;5
1;15
1;16
1;26
1;33
1;86
1;109
1;112
1;117
1;129
1;142
1;179
1;262
1;298
1;300
1;307
1;405
1;413
2;4
2;5
2;6
2;7
2;8
2;9
2;10
2;12
2;19
2;23
2;29
2;31
2;42
2;116
2;278
2;353
2;391
2;434
2;440
2;446
2;451
3;4
3;5
3;22
4;5
4;6
4;7
4;8
4;10
4;11
4;12
4;13
4;15
4;16
4;17
4;18
4;20
4;21
4;22
4;23
4;24
4;27
4;30
4;31
4;32
4;34
4;35
4;36
4;37
4;39
4;48
4;56
4;64
4;71
4;73
4;76
4;83
4;93
4;97
4;100
4;101
4;112
4;129
4;137
4;140
4;148
4;151
4;162
4;169
4;172
4;188
4;194
4;195
4;197
4;199
4;201
4;228
4;229
4;253
4;256
4;258
4;262
4;278
4;281
4;287
4;302
4;304
4;307
4;329
4;340
4;347
4;349
4;361
4;364
4;380
4;399
4;409
4;440
4;455
4;456
4;486
5;6
5;7
5;8
5;9
5;10
5;15
5;16
5;19
5;20
5;22
5;23
5;25
5;26
5;33
5;41
5;48
5;51
5;52
5;63
5;106
5;112
5;124
5;129
5;139
5;148
5;160
5;173
5;182
5;184
5;186
5;194
5;252
5;263
5;291
5;297
5;298
5;300
5;308
5;347
5;401
5;405
5;412
5;463
5;475
6;7
6;9
6;11
6;13
6;14
6;17
6;25
6;28
6;32
6;35
6;36
6;45
6;49
6;51
6;61
6;63
6;68
6;76
6;82
6;87
6;89
6;103
6;137
6;157
6;163
6;174
6;244
6;263
6;359
6;368
6;393
6;409
6;436
7;8
7;9
7;19
7;29
7;40
7;41
7;43
7;46
7;47
7;171
7;176
7;181
7;212
7;220
7;238
7;285
7;391
8;10
8;12
8;19
8;20
8;21
8;29
8;30
8;31
8;40
8;41
8;42
8;44
8;46
8;56
8;71
8;77
8;84
8;88
8;90
8;94
8;96
8;99
8;105
8;111
8;132
8;156
8;181
8;206
8;207
8;220
8;222
8;233
8;271
8;272
8;277
8;314
8;374
8;376
8;381
