from;to
0;4
0;5
0;6
0;7
0;9
0;10
0;12
0;13
0;14
0;18
0;25
0;28
0;29
0;33
0;34
0;36
0;37
0;38
0;39
0;43
0;44
0;50
0;53
0;58
0;63
0;72
0;77
0;79
0;80
0;87
0;88
0;90
0;95
0;101
0;103
0;105
0;107
0;108
0;120
0;123
0;130
0;134
0;150
0;156
0;159
0;161
0;162
0;167
0;170
0;172
0;174
0;178
0;180
0;182
0;188
0;196
0;215
0;217
0;218
0;220
0;231
0;239
0;250
0;256
0;263
0;270
0;274
0;275
0;290
0;293
0;295
0;296
0;306
0;312
0;320
0;338
0;346
0;347
0;361
0;366
0;370
0;374
0;380
0;384
0;391
0;408
0;415
0;423
0;425
0;429
0;451
0;464
0;470
0;473
0;474
0;483
0;489
1;4
1;5
1;6
1;51
1;272
1;277
1;278
1;287
2;4
2;24
2;84
2;85
2;144
2;187
2;264
2;365
2;399
3;4
3;5
3;6
3;8
3;11
3;16
3;17
3;22
3;30
3;45
3;48
3;58
3;67
3;69
3;110
3;112
3;117
3;125
3;128
3;158
3;160
3;177
3;194
3;201
3;261
3;331
3;335
3;337
3;378
3;381
3;458
3;468
3;499
4;5
4;6
4;7
4;8
4;9
4;10
4;11
4;12
4;14
4;15
4;18
4;20
4;21
4;24
4;26
4;32
4;33
4;34
4;36
4;37
4;38
4;44
4;51
4;56
4;60
4;68
4;84
4;85
4;87
4;88
4;92
4;102
4;116
4;120
4;155
4;161
4;167
4;171
4;183
4;193
4;197
4;216
4;219
4;244
4;253
4;263
4;278
4;287
4;302
4;334
4;363
4;371
4;399
4;404
4;408
4;417
5;7
5;8
5;11
5;12
5;13
5;14
5;15
5;16
5;17
5;22
5;24
5;27
5;31
5;51
5;116
5;181
5;182
5;253
5;255
5;264
5;272
5;278
5;289
5;294
5;363
5;379
5;384
5;411
5;434
5;437
5;446
5;469
6;7
6;8
6;9
6;10
6;12
6;25
6;30
6;35
6;38
6;39
6;51
6;55
6;62
6;79
6;87
6;95
6;103
6;164
6;170
6;177
6;178
6;183
6;206
6;218
6;220
6;268
6;272
6;284
6;304
6;308
6;332
6;340
6;353
6;375
6;411
6;427
6;437
6;441
6;469
7;9
7;10
7;13
7;25
7;39
7;62
7;68
7;80
7;94
7;105
7;106
7;108
7;147
7;206
7;237
7;263
7;290
7;301
7;441
7;454
7;495
8;11
8;15
8;16
8;17
8;19
8;22
8;23
8;30
8;32
8;34
8;35
8;40
8;41
8;42
8;46
8;47
8;49
8;52
8;53
8;54
8;56
8;66
8;67
8;71
8;73
8;81
8;82
8;83
8;92
8;99
8;104
8;112
8;118
8;119
8;120
8;121
8;126
8;127
8;131
8;135
8;138
8;140
8;141
8;148
8;161
8;176
8;186
8;189
8;190
8;195
8;213
8;219
8;224
8;225
8;226
8;229
8;243
8;245
8;255
8;262
8;268
8;269
8;281
8;289
8;291
8;293
8;305
8;308
8;321
8;330
8;335
8;343
8;345
8;349
8;353
8;367
8;368
8;379
8;382
8;385
8;387
8;390
8;397
8;400
8;408
8;412
8;417
8;422
8;424
8;431
8;438
8;452
8;466
8;471
8;481
8;484
9;13
9;29
9;39
9;43
9;53
9;60
9;63
9;87
9;115
9;162
9;178
9;183
9;203
9;211
9;232
9;257
9;275
9;292
9;314
9;324
9;352
9;354
9;358
9;376
9;427
9;438
9;455
9;473
10;14
10;18
10;19
10;20
10;21
10;23
10;26
10;55
10;78
10;90
10;94
10;97
10;106
10;128
10;150
10;153
10;199
10;217
10;267
10;271
10;373
10;393
10;435
10;454
10;460
11;24
11;30
11;58
11;100
11;104
11;107
11;117
11;118
11;155
11;179
11;209
11;408
11;419
12;15
12;29
12;100
12;103
12;188
13;18
13;21
13;25
13;43
13;60
13;62
13;108
13;150
13;164
13;217
13;237
13;239
13;267
13;361
13;366
13;373
13;409
13;416
